,County,2010 Median Rent Price,2011 Median Rent Price,2012 Median Rent Price,2013 Median Rent Price,2014 Median Rent Price,2015 Median Rent Price,2016 Median Rent Price,2011 Rent Difference,2012 Rent Difference,2013 Rent Difference,2014 Rent Difference,2015 Rent Difference,2016 Rent Difference,2011 Rent Percent Change,2012 Rent Percent Change,2013 Rent Percent Change,2014 Rent Percent Change,2015 Rent Percent Change,2016 Rent Percent Change
612,1366,797,830,799,848,897,875,946,33,-31,49,49,-22,71,4.140526976,-3.734939759,6.132665832,5.778301887,-2.452619844,8.114285714
613,1670,1036,1031,1018,1022,1039,1043,1108,-5,-13,4,17,4,65,-0.482625483,-1.260911736,0.392927308,1.663405088,0.384985563,6.232023011
614,1163,1200,1202,1220,1279,1300,1343,1392,2,18,59,21,43,49,0.166666667,1.49750416,4.836065574,1.64190774,3.307692308,3.648548027
615,1242,841,845,832,856,858,854,884,4,-13,24,2,-4,30,0.475624257,-1.538461538,2.884615385,0.23364486,-0.466200466,3.512880562
616,618,983,1102,1079,1073,1034,1043,1030,119,-23,-6,-39,9,-13,12.10579858,-2.087114338,-0.556070436,-3.634669152,0.87040619,-1.246404602
617,667,1099,1134,1151,1223,1239,1266,1215,35,17,72,16,27,-51,3.184713376,1.499118166,6.255430061,1.308258381,2.179176755,-4.028436019
618,2589,860,895,867,938,978,986,984,35,-28,71,40,8,-2,4.069767442,-3.12849162,8.189158016,4.264392324,0.81799591,-0.202839757
619,31,2178,2122,2179,2303,2350,2449,2483,-56,57,124,47,99,34,-2.571166208,2.686145146,5.6906838,2.040816327,4.212765957,1.388321764
620,887,1295,1350,1351,1366,1463,1592,1752,55,1,15,97,129,160,4.247104247,0.074074074,1.110288675,7.10102489,8.817498291,10.05025126
621,1524,1288,1330,1333,1393,1439,1448,1526,42,3,60,46,9,78,3.260869565,0.22556391,4.501125281,3.302225413,0.625434329,5.386740331
622,883,958,978,950,901,903,847,905,20,-28,-49,2,-56,58,2.087682672,-2.862985685,-5.157894737,0.221975583,-6.201550388,6.847697757
623,1668,1267,1258,1235,1280,1332,1344,1313,-9,-23,45,52,12,-31,-0.710339384,-1.828298887,3.643724696,4.0625,0.900900901,-2.306547619
624,166,987,967,987,996,1106,1166,1201,-20,20,9,110,60,35,-2.026342452,2.068252327,0.911854103,11.04417671,5.424954792,3.001715266
625,769,775,806,864,863,838,830,850,31,58,-1,-25,-8,20,4,7.196029777,-0.115740741,-2.896871379,-0.954653938,2.409638554
626,1647,1023,840,872,851,820,886,876,-183,32,-21,-31,66,-10,-17.88856305,3.80952381,-2.408256881,-3.642773208,8.048780488,-1.128668172
627,1304,991,962,961,959,986,949,969,-29,-1,-2,27,-37,20,-2.926337033,-0.103950104,-0.208116545,2.815432742,-3.752535497,2.10748156
628,2251,1056,1099,1146,1154,1206,1223,1292,43,47,8,52,17,69,4.071969697,4.276615105,0.698080279,4.506065858,1.409618574,5.641864268
629,1023,747,770,792,758,780,792,785,23,22,-34,22,12,-7,3.078982597,2.857142857,-4.292929293,2.90237467,1.538461538,-0.883838384
630,1398,873,776,773,689,749,798,819,-97,-3,-84,60,49,21,-11.11111111,-0.386597938,-10.86675291,8.708272859,6.542056075,2.631578947
631,157,2277,2282,2295,2327,2310,2426,2455,5,13,32,-17,116,29,0.219587176,0.569675723,1.394335512,-0.730554362,5.021645022,1.195383347
632,1672,985,978,1001,1003,1083,1148,1052,-7,23,2,80,65,-96,-0.710659898,2.351738241,0.1998002,7.976071785,6.001846722,-8.362369338
633,67,1878,1817,1962,2073,2273,2297,2195,-61,145,111,200,24,-102,-3.248136315,7.980187122,5.657492355,9.647853353,1.055873295,-4.440574663
634,2144,967,966,1012,1050,1071,1145,1114,-1,46,38,21,74,-31,-0.103412616,4.761904762,3.754940711,2,6.909430439,-2.707423581
635,1015,672,652,697,723,735,758,749,-20,45,26,12,23,-9,-2.976190476,6.901840491,3.730272597,1.659751037,3.129251701,-1.187335092
636,2536,944,804,900,822,862,939,852,-140,96,-78,40,77,-87,-14.83050847,11.94029851,-8.666666667,4.866180049,8.932714617,-9.265175719
637,972,1173,1138,1207,1218,1203,1184,1220,-35,69,11,-15,-19,36,-2.983802217,6.063268893,0.911350456,-1.231527094,-1.579384871,3.040540541
638,1881,889,889,898,920,936,959,939,0,9,22,16,23,-20,0,1.012373453,2.449888641,1.739130435,2.457264957,-2.085505735
639,418,1066,849,798,861,952,948,1075,-217,-51,63,91,-4,127,-20.3564728,-6.007067138,7.894736842,10.56910569,-0.420168067,13.39662447
640,311,2137,2138,2206,2288,2280,2302,2340,1,68,82,-8,22,38,0.046794572,3.180542563,3.717135086,-0.34965035,0.964912281,1.650738488
641,1641,890,772,782,840,821,854,880,-118,10,58,-19,33,26,-13.25842697,1.295336788,7.416879795,-2.261904762,4.019488429,3.044496487
642,1430,1015,1133,1122,1095,1207,1201,1008,118,-11,-27,112,-6,-193,11.62561576,-0.970873786,-2.406417112,10.2283105,-0.497100249,-16.06994172
643,236,1735,1385,1128,1060,1165,1105,1116,-350,-257,-68,105,-60,11,-20.17291066,-18.55595668,-6.028368794,9.905660377,-5.150214592,0.995475113
644,732,784,778,820,864,836,847,860,-6,42,44,-28,11,13,-0.765306122,5.398457584,5.365853659,-3.240740741,1.315789474,1.534828808
645,1309,1139,1114,1121,1216,1288,1325,1447,-25,7,95,72,37,122,-2.194907814,0.628366248,8.474576271,5.921052632,2.872670807,9.20754717
646,938,1794,1669,1604,1543,1545,1593,1642,-125,-65,-61,2,48,49,-6.967670011,-3.894547633,-3.802992519,0.129617628,3.106796117,3.075957313
647,1467,1062,882,704,892,943,1034,1039,-180,-178,188,51,91,5,-16.94915254,-20.1814059,26.70454545,5.717488789,9.650053022,0.483558994
648,1786,1151,968,883,909,828,865,860,-183,-85,26,-81,37,-5,-15.89921807,-8.780991736,2.944507361,-8.910891089,4.468599034,-0.578034682
649,261,899,927,979,1025,1044,1097,1120,28,52,46,19,53,23,3.114571746,5.609492988,4.698672114,1.853658537,5.076628352,2.096627165
650,2332,1034,837,892,870,802,836,802,-197,55,-22,-68,34,-34,-19.05222437,6.571087216,-2.466367713,-7.816091954,4.239401496,-4.066985646
651,1731,1486,1441,1394,1442,1374,1322,1289,-45,-47,48,-68,-52,-33,-3.028263795,-3.261623872,3.443328551,-4.715672677,-3.784570597,-2.496217852
652,1438,1126,836,907,1024,991,926,970,-290,71,117,-33,-65,44,-25.75488455,8.492822967,12.89966924,-3.22265625,-6.559031282,4.75161987
653,713,1200,1222,1240,1322,1237,1307,1342,22,18,82,-85,70,35,1.833333333,1.47299509,6.612903226,-6.429652042,5.658852061,2.677888294
654,437,1304,1172,1223,1287,1307,1436,1576,-132,51,64,20,129,140,-10.12269939,4.351535836,5.233033524,1.554001554,9.86993114,9.749303621
655,1667,1422,1439,1419,1558,1514,1436,1474,17,-20,139,-44,-78,38,1.195499297,-1.389854065,9.795630726,-2.824133504,-5.151915456,2.646239554
656,638,1145,1135,1196,1191,1211,1200,1238,-10,61,-5,20,-11,38,-0.873362445,5.374449339,-0.418060201,1.679261125,-0.908340215,3.166666667
657,2214,1054,910,1023,1093,1143,1013,984,-144,113,70,50,-130,-29,-13.66223909,12.41758242,6.842619746,4.574565416,-11.3735783,-2.86278381
658,1943,738,772,797,815,789,792,782,34,25,18,-26,3,-10,4.60704607,3.238341969,2.25846926,-3.190184049,0.380228137,-1.262626263
659,1530,866,902,967,971,759,680,873,36,65,4,-212,-79,193,4.15704388,7.206208426,0.413650465,-21.83316169,-10.40843215,28.38235294
660,1478,1163,1163,1108,1105,1208,1294,1312,0,-55,-3,103,86,18,0,-4.729148753,-0.270758123,9.321266968,7.119205298,1.391035549
661,1590,923,882,806,910,977,971,976,-41,-76,104,67,-6,5,-4.442036836,-8.616780045,12.90322581,7.362637363,-0.614124872,0.514933059
662,2314,799,875,907,875,948,935,899,76,32,-32,73,-13,-36,9.511889862,3.657142857,-3.528114664,8.342857143,-1.371308017,-3.85026738
663,2699,1122,1183,1006,1168,1215,1204,1049,61,-177,162,47,-11,-155,5.436720143,-14.96196112,16.10337972,4.023972603,-0.905349794,-12.87375415
664,1282,1119,900,812,808,896,955,857,-219,-88,-4,88,59,-98,-19.57104558,-9.777777778,-0.492610837,10.89108911,6.584821429,-10.2617801
665,1181,760,901,884,897,944,982,1030,141,-17,13,47,38,48,18.55263158,-1.886792453,1.470588235,5.239687848,4.025423729,4.887983707
666,1305,998,1090,1013,1039,1053,1036,1002,92,-77,26,14,-17,-34,9.218436874,-7.064220183,2.566633761,1.347449471,-1.614434948,-3.281853282
667,691,1091,1170,1083,1150,1158,1209,1240,79,-87,67,8,51,31,7.241063245,-7.435897436,6.186518929,0.695652174,4.404145078,2.564102564
668,761,787,845,841,830,866,888,897,58,-4,-11,36,22,9,7.369758577,-0.473372781,-1.307966706,4.337349398,2.540415704,1.013513514
669,829,693,687,714,751,750,772,743,-6,27,37,-1,22,-29,-0.865800866,3.930131004,5.182072829,-0.133155792,2.933333333,-3.756476684
670,205,1086,1089,1125,1154,1229,1331,1444,3,36,29,75,102,113,0.276243094,3.305785124,2.577777778,6.499133449,8.299430431,8.48985725
671,485,1786,1768,1781,1804,1809,1834,1827,-18,13,23,5,25,-7,-1.007838746,0.735294118,1.291409321,0.277161863,1.381978994,-0.381679389
672,1942,935,916,908,905,925,906,950,-19,-8,-3,20,-19,44,-2.032085561,-0.873362445,-0.330396476,2.209944751,-2.054054054,4.856512141
673,849,1022,1089,1032,1115,1112,1232,1222,67,-57,83,-3,120,-10,6.555772994,-5.23415978,8.042635659,-0.269058296,10.79136691,-0.811688312
674,1718,1001,1103,1045,1157,1189,1185,1127,102,-58,112,32,-4,-58,10.18981019,-5.258386219,10.71770335,2.765773552,-0.336417157,-4.894514768
675,66,900,883,818,852,913,972,949,-17,-65,34,61,59,-23,-1.888888889,-7.361268403,4.156479218,7.159624413,6.462212486,-2.366255144
676,445,751,769,796,779,739,757,749,18,27,-17,-40,18,-8,2.396804261,3.511053316,-2.135678392,-5.13478819,2.435723951,-1.05680317
677,86,1381,1467,1497,1641,1791,1976,2042,86,30,144,150,185,66,6.22737147,2.044989775,9.619238477,9.140767824,10.3294249,3.340080972
678,2102,1150,1163,1164,1207,1092,1099,1105,13,1,43,-115,7,6,1.130434783,0.085984523,3.694158076,-9.527754764,0.641025641,0.545950864
679,2569,916,888,909,896,897,893,939,-28,21,-13,1,-4,46,-3.056768559,2.364864865,-1.430143014,0.111607143,-0.445930881,5.151175812
680,966,969,866,888,916,1006,1042,1064,-103,22,28,90,36,22,-10.62951496,2.540415704,3.153153153,9.825327511,3.578528827,2.111324376
681,1708,909,839,811,908,906,890,898,-70,-28,97,-2,-16,8,-7.700770077,-3.337306317,11.96054254,-0.220264317,-1.766004415,0.898876404
682,1874,906,918,947,999,970,971,1012,12,29,52,-29,1,41,1.324503311,3.159041394,5.491024287,-2.902902903,0.103092784,4.222451081
683,57,950,1012,977,1005,1043,1122,1168,62,-35,28,38,79,46,6.526315789,-3.458498024,2.86591607,3.781094527,7.57430489,4.099821747
684,194,999,1106,1063,1109,1141,1145,1126,107,-43,46,32,4,-19,10.71071071,-3.887884268,4.327375353,2.885482417,0.350569676,-1.659388646
685,2894,783,752,780,790,791,727,793,-31,28,10,1,-64,66,-3.959131545,3.723404255,1.282051282,0.126582278,-8.09102402,9.078404402
686,334,1409,1443,1389,1241,1316,1230,1268,34,-54,-148,75,-86,38,2.413058907,-3.742203742,-10.65514759,6.043513296,-6.534954407,3.089430894
687,1442,769,790,803,837,824,712,752,21,13,34,-13,-112,40,2.730819246,1.64556962,4.234122042,-1.553166069,-13.59223301,5.617977528
688,895,875,891,926,993,1043,1193,1281,16,35,67,50,150,88,1.828571429,3.928170595,7.235421166,5.035246727,14.38159156,7.376362112
689,582,952,981,982,1020,995,1032,1028,29,1,38,-25,37,-4,3.046218487,0.101936799,3.869653768,-2.450980392,3.718592965,-0.387596899
690,1238,1118,1064,877,908,1017,1011,1082,-54,-187,31,109,-6,71,-4.830053667,-17.57518797,3.534777651,12.00440529,-0.589970501,7.022749753
691,793,1292,1274,1315,1337,1260,1491,1608,-18,41,22,-77,231,117,-1.393188854,3.218210361,1.673003802,-5.759162304,18.33333333,7.847082495
692,566,1264,1270,1253,1342,1361,1394,1346,6,-17,89,19,33,-48,0.474683544,-1.338582677,7.102952913,1.415797317,2.42468773,-3.443328551
693,607,927,954,914,894,899,1011,956,27,-40,-20,5,112,-55,2.912621359,-4.192872117,-2.188183807,0.559284116,12.45828699,-5.440158259
694,1826,1457,1383,1420,1424,1366,1300,1257,-74,37,4,-58,-66,-43,-5.078929307,2.675343456,0.281690141,-4.073033708,-4.831625183,-3.307692308
695,1791,748,755,784,847,809,815,800,7,29,63,-38,6,-15,0.935828877,3.841059603,8.035714286,-4.486422668,0.741656366,-1.840490798
696,308,1258,1325,1329,1293,1414,1434,1471,67,4,-36,121,20,37,5.325914149,0.301886792,-2.708803612,9.35808198,1.414427157,2.580195258
697,1306,1155,1088,1154,1175,1196,1206,1221,-67,66,21,21,10,15,-5.800865801,6.066176471,1.819757366,1.787234043,0.836120401,1.243781095
698,1187,1291,1556,1620,1636,1702,1736,1806,265,64,16,66,34,70,20.52672347,4.11311054,0.987654321,4.034229829,1.997649824,4.032258065
699,2057,817,827,834,825,819,815,857,10,7,-9,-6,-4,42,1.223990208,0.84643289,-1.079136691,-0.727272727,-0.488400488,5.153374233
700,1516,974,961,930,921,1130,1039,1140,-13,-31,-9,209,-91,101,-1.334702259,-3.225806452,-0.967741935,22.6927253,-8.053097345,9.720885467
701,276,1184,1185,1202,1186,1274,1315,1405,1,17,-16,88,41,90,0.084459459,1.434599156,-1.331114809,7.41989882,3.218210361,6.844106464
702,241,998,1027,1009,1129,1113,1150,1215,29,-18,120,-16,37,65,2.905811623,-1.752677702,11.89296333,-1.417183348,3.324348607,5.652173913
703,1059,650,665,725,767,753,796,749,15,60,42,-14,43,-47,2.307692308,9.022556391,5.793103448,-1.825293351,5.710491368,-5.904522613
704,1074,877,877,855,892,857,851,870,0,-22,37,-35,-6,19,0,-2.508551881,4.32748538,-3.923766816,-0.700116686,2.23266745
705,2497,1009,991,1024,1088,1039,1075,977,-18,33,64,-49,36,-98,-1.7839445,3.329969728,6.25,-4.503676471,3.464870067,-9.11627907
706,428,948,997,988,1016,1141,1209,1274,49,-9,28,125,68,65,5.168776371,-0.902708124,2.834008097,12.30314961,5.959684487,5.376344086
707,827,770,942,982,969,964,942,950,172,40,-13,-5,-22,8,22.33766234,4.246284501,-1.323828921,-0.515995872,-2.282157676,0.8492569
708,852,1039,1077,1109,1093,1161,1134,1140,38,32,-16,68,-27,6,3.657362849,2.971216342,-1.442741208,6.221408966,-2.325581395,0.529100529
709,1901,949,800,761,766,798,920,864,-149,-39,5,32,122,-56,-15.70073762,-4.875,0.657030223,4.177545692,15.28822055,-6.086956522
710,974,1196,1188,1217,1255,1231,1266,1278,-8,29,38,-24,35,12,-0.668896321,2.441077441,3.12243221,-1.912350598,2.843216897,0.947867299
711,1190,1475,1537,1597,1697,1675,1698,1701,62,60,100,-22,23,3,4.203389831,3.903708523,6.261740764,-1.296405421,1.373134328,0.176678445
712,1339,1380,1409,1398,1233,1254,1135,1184,29,-11,-165,21,-119,49,2.101449275,-0.780695529,-11.80257511,1.703163017,-9.489633174,4.317180617
713,2848,977,923,970,1004,1036,1113,1099,-54,47,34,32,77,-14,-5.527123849,5.092091008,3.505154639,3.187250996,7.432432432,-1.257861635
714,360,1220,1262,1341,1330,1389,1435,1492,42,79,-11,59,46,57,3.442622951,6.259904913,-0.820283371,4.436090226,3.311735061,3.972125436
715,1337,1624,1701,1738,1737,1756,1799,1840,77,37,-1,19,43,41,4.74137931,2.175191064,-0.057537399,1.093839954,2.448747153,2.279043913
716,1689,1494,1713,1709,1875,1933,2105,1951,219,-4,166,58,172,-154,14.65863454,-0.233508465,9.713282621,3.093333333,8.898085877,-7.315914489
717,246,916,1174,1238,1228,1275,1307,1340,258,64,-10,47,32,33,28.16593886,5.451448041,-0.807754443,3.827361564,2.509803922,2.524866106
718,252,1203,1209,1181,1212,1225,1253,1272,6,-28,31,13,28,19,0.498753117,-2.315963606,2.624894157,1.072607261,2.285714286,1.516360734
719,922,1442,1487,1519,1511,1584,1498,1489,45,32,-8,73,-86,-9,3.120665742,2.15198386,-0.526662278,4.831237591,-5.429292929,-0.600801068
720,247,1440,1417,1431,1452,1456,1548,1573,-23,14,21,4,92,25,-1.597222222,0.988002823,1.467505241,0.275482094,6.318681319,1.61498708
721,260,1015,1125,1017,1083,1118,1141,1226,110,-108,66,35,23,85,10.83743842,-9.6,6.489675516,3.23176362,2.057245081,7.449605609
722,44,1194,1215,1228,1211,1254,1249,1250,21,13,-17,43,-5,1,1.75879397,1.069958848,-1.384364821,3.550784476,-0.398724083,0.080064051
723,1532,1266,1253,1257,1290,1319,1353,1418,-13,4,33,29,34,65,-1.02685624,0.319233839,2.625298329,2.248062016,2.577710387,4.80413895
724,518,855,877,937,939,957,959,965,22,60,2,18,2,6,2.573099415,6.841505131,0.213447172,1.916932907,0.208986416,0.625651721
725,917,795,933,990,993,877,948,1027,138,57,3,-116,71,79,17.35849057,6.109324759,0.303030303,-11.68177241,8.095781072,8.333333333
726,866,1449,1496,1531,1530,1487,1487,1549,47,35,-1,-43,0,62,3.243616287,2.339572193,-0.065316786,-2.810457516,0,4.169468729
727,978,1200,1204,1246,1279,1266,1289,1269,4,42,33,-13,23,-20,0.333333333,3.488372093,2.64847512,-1.016419077,1.816745656,-1.55159038
728,11,1696,1708,1747,1916,2030,2241,2400,12,39,169,114,211,159,0.70754717,2.283372365,9.673726388,5.949895616,10.39408867,7.095046854
729,2406,670,694,856,828,890,836,749,24,162,-28,62,-54,-87,3.582089552,23.34293948,-3.271028037,7.487922705,-6.06741573,-10.40669856
730,274,1262,1206,1085,1093,1145,1091,1150,-56,-121,8,52,-54,59,-4.437400951,-10.0331675,0.737327189,4.757548033,-4.716157205,5.407882676
731,5,1746,1710,1763,1934,2150,2304,2397,-36,53,171,216,154,93,-2.06185567,3.099415205,9.699376064,11.16856256,7.162790698,4.036458333
732,2981,863,854,900,925,950,1002,992,-9,46,25,25,52,-10,-1.042873696,5.386416862,2.777777778,2.702702703,5.473684211,-0.998003992
733,2544,1018,1046,1104,1153,1204,1325,1321,28,58,49,51,121,-4,2.750491159,5.544933078,4.438405797,4.423243712,10.04983389,-0.301886792
734,176,1250,1335,1392,1451,1474,1548,1670,85,57,59,23,74,122,6.8,4.269662921,4.238505747,1.585113715,5.020352782,7.881136951
735,687,1277,1157,1228,1113,1273,1326,1412,-120,71,-115,160,53,86,-9.397024276,6.136560069,-9.364820847,14.37556155,4.163393559,6.485671192
736,489,845,851,831,816,805,848,951,6,-20,-15,-11,43,103,0.710059172,-2.350176263,-1.805054152,-1.348039216,5.341614907,12.14622642
737,2026,999,940,984,1031,1054,1099,1105,-59,44,47,23,45,6,-5.905905906,4.680851064,4.776422764,2.230843841,4.269449715,0.545950864
738,1862,1236,1215,1207,1298,1300,1346,1371,-21,-8,91,2,46,25,-1.699029126,-0.658436214,7.53935377,0.154083205,3.538461538,1.857355126
739,2027,871,835,817,812,812,804,850,-36,-18,-5,0,-8,46,-4.133180253,-2.155688623,-0.611995104,0,-0.985221675,5.721393035
740,522,1046,981,988,1025,1080,1101,1103,-65,7,37,55,21,2,-6.21414914,0.713557594,3.744939271,5.365853659,1.944444444,0.181653043
741,111,933,1044,1088,1150,1132,1188,1187,111,44,62,-18,56,-1,11.89710611,4.214559387,5.698529412,-1.565217391,4.946996466,-0.084175084
742,1411,1185,1065,1009,786,1045,1127,1179,-120,-56,-223,259,82,52,-10.12658228,-5.258215962,-22.10109019,32.95165394,7.846889952,4.614019521
743,918,1002,973,968,1003,984,1003,1085,-29,-5,35,-19,19,82,-2.894211577,-0.513874615,3.615702479,-1.894317049,1.930894309,8.175473579
744,1342,1218,1032,955,956,1051,908,1143,-186,-77,1,95,-143,235,-15.27093596,-7.46124031,0.104712042,9.937238494,-13.60608944,25.88105727
745,1338,1275,1274,1299,884,1057,1054,1061,-1,25,-415,173,-3,7,-0.078431373,1.962323391,-31.94765204,19.57013575,-0.283822138,0.664136622
746,2904,889,899,930,1024,952,1074,1166,10,31,94,-72,122,92,1.124859393,3.448275862,10.10752688,-7.03125,12.81512605,8.566108007
747,1663,799,784,773,821,836,845,811,-15,-11,48,15,9,-34,-1.877346683,-1.403061224,6.209573092,1.827040195,1.076555024,-4.023668639
748,1247,1189,1175,1360,1456,1388,1433,1364,-14,185,96,-68,45,-69,-1.17746005,15.74468085,7.058823529,-4.67032967,3.242074928,-4.815073273
749,1548,1109,1198,1068,1201,1255,1341,1340,89,-130,133,54,86,-1,8.025247971,-10.85141903,12.45318352,4.496253122,6.852589641,-0.074571216
750,1370,1173,1161,1243,1199,1247,1226,1190,-12,82,-44,48,-21,-36,-1.023017903,7.06287683,-3.539823009,4.003336113,-1.6840417,-2.936378467
751,1640,1130,994,960,1039,1031,1086,1133,-136,-34,79,-8,55,47,-12.03539823,-3.420523139,8.229166667,-0.769971126,5.334626576,4.327808471
752,499,1325,1102,1086,1081,1187,1226,1348,-223,-16,-5,106,39,122,-16.83018868,-1.451905626,-0.460405157,9.80573543,3.285593934,9.951060359
753,2466,1211,1133,1136,1174,1210,1273,1337,-78,3,38,36,63,64,-6.440957886,0.26478376,3.345070423,3.066439523,5.20661157,5.027494108
754,1218,1222,1111,1161,1204,1226,1279,1338,-111,50,43,22,53,59,-9.083469722,4.500450045,3.703703704,1.827242525,4.323001631,4.61297889
755,1177,1689,1646,1707,1770,1779,1811,1794,-43,61,63,9,32,-17,-2.545885139,3.705953827,3.690685413,0.508474576,1.79876335,-0.938707896
756,95,1182,1133,1153,1140,1193,1149,1216,-49,20,-13,53,-44,67,-4.145516074,1.765225066,-1.127493495,4.649122807,-3.688181056,5.831157528
757,1958,929,862,874,853,833,874,839,-67,12,-21,-20,41,-35,-7.212055974,1.392111369,-2.402745995,-2.344665885,4.921968788,-4.004576659
758,187,1138,1171,1150,1148,1155,1181,1237,33,-21,-2,7,26,56,2.899824253,-1.793339026,-0.173913043,0.609756098,2.251082251,4.741744285
759,2404,835,856,893,932,911,939,1085,21,37,39,-21,28,146,2.51497006,4.322429907,4.367301232,-2.253218884,3.073545554,15.5484558
760,1884,1012,961,974,978,960,900,936,-51,13,4,-18,-60,36,-5.039525692,1.352757544,0.410677618,-1.840490798,-6.25,4
761,2299,921,927,915,937,934,993,940,6,-12,22,-3,59,-53,0.651465798,-1.294498382,2.404371585,-0.320170758,6.316916488,-5.337361531
762,1870,1250,1209,1217,1270,1274,1283,1288,-41,8,53,4,9,5,-3.28,0.661703888,4.354971241,0.31496063,0.706436421,0.389711613
763,159,1063,1080,1004,1092,1183,1249,1280,17,-76,88,91,66,31,1.599247413,-7.037037037,8.764940239,8.333333333,5.579036348,2.481985588
